id,Name,titleProject_id,class,score,login,password
341,Смирнягина Дарья Игоревна,425,10в,4,Смирнягина_ДИ,oAAMFS8y
342,Штырева Ева Олеговна,258,11и,2,Штырева_ЕО,lMihjnk3
343,Ашукин Вячеслав Михаилович,191,10т,4,Ашукин_ВМ,Mrhs74Lr
344,Рубченкова Галина Алексеевна,190,9в,3,Рубченкова_ГА,Py3ARAyR
345,Зархин Иван Алексиевич,478,11и,5,Зархин_ИА,AuOd0S2e
346,Адиотов Дмитрий Павлович,156,7б,3,Адиотов_ДП,
347,Тищенкова Раиса Валерьевна,79,7д,3,Тищенкова_РВ,Tx8ygXbX
348,Лозеев Илья Петрович,205,10д,2,Лозеев_ИП,
349,Кобяшов Герасим Михаилович,305,11т,2,Кобяшов_ГМ,tmlb8puD
350,Ронова Клавдия Валерьевна,107,7и,4,Ронова_КВ,
351,Стрижнов Алексей Евгеньевич,385,11г,3,Стрижнов_АЕ,p6U3Tgoj
352,Волынский Алексей Виталиевич,362,11т,5,Волынский_АВ,hM5In1SS
353,Машонский Василий Данилович,23,9д,5,Машонский_ВД,
354,Буриева Зинаида Аркадьевна,104,11д,4,Буриева_ЗА,
355,Борщина Алёна Ивановна,377,11а,5,Борщина_АИ,HtBDGU9R
356,Белчков Олег Иванович,275,10а,4,Белчков_ОИ,H0o2n5Gs
357,Остропиков Альберт Данилович,157,8г,2,Остропиков_АД,PwL7ZgNV
358,Оргонова Любовь Максимовна,264,7б,4,Оргонова_ЛМ,cgoW6QZS
359,Мальков Юрий Евгеньевич,228,7г,3,Мальков_ЮЕ,UPJnW1cq
360,Свльхова Наталья Вадимовна,160,9т,5,Свльхова_НВ,
361,Мякушков Герасим Леонидович,102,10т,3,Мякушков_ГЛ,jVSTuL5z
362,Межуев Георгий Юриевич,355,8г,4,Межуев_ГЮ,
363,Чериншев Александр Сергеевич,439,8а,2,Чериншев_АС,ezsAkT9W
364,Муниров Алексей Андреевич,117,11г,3,Муниров_АА,
365,Климухин Руслан Романович,269,10в,3,Климухин_РР,ZWPqY0om
366,Дембская Екатерина Никитична,64,11б,4,Дембская_ЕН,L2ExAOjk
367,Тюнеев Яков Фёдорович,417,10т,2,Тюнеев_ЯФ,fU2EFqkU
368,Трушитин Антон Данилович,168,9х,3,Трушитин_АД,
369,Балакишиев Роман Алексиевич,143,11х,5,Балакишиев_РА,
370,Немтюрева Валерия Аркадьевна,12,10г,4,Немтюрева_ВА,AigTtSo8
371,Складанова Клавдия Аркадьевна,257,9а,3,Складанова_КА,BqAZQt3B
372,Заходина Полина Леонидовна,93,10д,4,Заходина_ПЛ,HujHv55W
373,Муринов Анатолий Борисович,171,11б,5,Муринов_АБ,H37cvor0
374,Гришалова Любовь Евгеньевна,301,8т,3,Гришалова_ЛЕ,kv5gvyMe
375,Ситчихин Станислав Георгиевич,247,8т,5,Ситчихин_СГ,e65NSAWA
376,Просяных Георгий Василиевич,366,9в,2,Просяных_ГВ,
377,Дзабиев Григорий Георгиевич,259,11д,5,Дзабиев_ГГ,PoMK1CPs
378,Рыбаулин Григорий Алексеевич,140,11а,5,Рыбаулин_ГА,JS1dPUJc
379,Тупиева Екатерина Ивановна,400,7д,2,Тупиева_ЕИ,
380,Куверчева Алена Ивановна,170,10д,3,Куверчева_АИ,JmV6qKwx
381,Цаблинова Виктория Богдановна,342,9г,4,Цаблинова_ВБ,
382,Синенков Григорий Леонидович,230,9в,5,Синенков_ГЛ,K5gClrZF
383,Лизункин Артур Олегович,4,11в,5,Лизункин_АО,
384,Славущева Александра Эдуардовна,81,8а,5,Славущева_АЭ,
385,Шахвердов Дмитрий Антонович,132,11б,2,Шахвердов_ДА,lhc4vI4T
386,Рапацкая Ольга Ивановна,223,10г,3,Рапацкая_ОИ,
387,Сторокожев Виталий Аркадиевич,159,9б,2,Сторокожев_ВА,aFU7Tudu
388,Половодов Кирилл Николаевич,18,8т,5,Половодов_КН,MwNnQ7dJ
389,Халтанова Алена Дмитриевна,49,8б,3,Халтанова_АД,
390,Заложнев Роман Фёдорович,448,8в,4,Заложнев_РФ,HPgb7f3p
391,Рыжих Кристина Аркадьевна,213,7а,4,Рыжих_КА,D46KqaPl
392,Буров Руслан Игоревич,405,11и,5,Буров_РИ,
393,Гачков Виталий Евгеньевич,277,9т,4,Гачков_ВЕ,yAcPhYU4
394,Кадилов Геннадий Борисович,225,10в,3,Кадилов_ГБ,
395,Гликина Алёна Эдуардовна,454,9б,3,Гликина_АЭ,zO5expzM
396,Ичкинина Любовь Андреевна,299,8г,5,Ичкинина_ЛА,rF8KfufZ
397,Мозшорина Кира Дмитриевна,65,8б,3,Мозшорина_КД,
398,Брижеватов Константин Борисович,152,11т,2,Брижеватов_КБ,E6IqOWw1
399,Бучеров Тарас Викторович,429,10д,4,Бучеров_ТВ,
400,Мисютина Валерия Эдуардовна,368,9г,2,Мисютина_ВЭ,ITBIW7lw
401,Льянов Федор Вадимович,328,8а,4,Льянов_ФВ,4pNmfBXA
402,Щуркин Георгий Яковлевич,180,8в,4,Щуркин_ГЯ,vqayOKu2
403,Акулин Федор Адамович,241,10г,4,Акулин_ФА,OCZi2ioP
404,Волженкова Екатерина Ивановна,233,9д,4,Волженкова_ЕИ,U4RjlN6s
405,Махометова София Викторовна,424,8и,3,Махометова_СВ,
406,Зызлов Геннадий Антонович,274,7в,3,Зызлов_ГА,qZ7EwJxg
407,Девляшова Кира Олеговна,51,11д,5,Девляшова_КО,Qfnr60dU
408,Яковкина Алена Никитична,320,9т,5,Яковкина_АН,ivOP6hu1
409,Бузулев Вадим Николаевич,331,10д,3,Бузулев_ВН,QQEKx2Qo
410,Ганельский Юрий Юриевич,474,9д,3,Ганельский_ЮЮ,23nnGy2b
411,Шкапрова Ева Ивановна,371,7б,5,Шкапрова_ЕИ,cXkn5TIK
412,Чичирин Владимир Георгиевич,11,10а,4,Чичирин_ВГ,qVjvYZG4
413,Шилова Надежда Викторовна,124,9б,2,Шилова_НВ,
414,Коваев Руслан Михаилович,487,9т,3,Коваев_РМ,
415,Саверина Надежда Андреевна,407,11б,4,Саверина_НА,nWMX0VBK
416,Тишанкин Олег Адамович,334,9д,3,Тишанкин_ОА,
417,Широпаев Валерий Сергеевич,406,9б,2,Широпаев_ВС,
418,Щепанин Олег Адамович,226,7а,3,Щепанин_ОА,7l3ceg4L
419,Оплетин Владислав Аркадиевич,361,10х,4,Оплетин_ВА,xz1xtBq1
420,Оденова Карина Андреевна,409,8и,4,Оденова_КА,
421,Семагин Альберт Андреевич,456,10х,4,Семагин_АА,whL6NZR8
422,Черданцева Анастасия Олеговна,128,8х,3,Черданцева_АО,pn3NtmuS
423,Лонцова Елизавета Эдуардовна,224,7х,3,Лонцова_ЕЭ,f7RKA6WM
424,Сарсекеева Алёна Никитична,462,11и,4,Сарсекеева_АН,v1gp5S4N
425,Аковецкий Антон Евгеньевич,500,8б,4,Аковецкий_АЕ,
426,Аратский Станислав Борисович,351,9и,2,Аратский_СБ,
427,Чужриков Пётр Денисович,200,9в,3,Чужриков_ПД,
428,Никитшин Алексей Кириллович,111,11и,3,Никитшин_АК,iflpi6RE
429,Симендяев Василий Алексиевич,45,8д,4,Симендяев_ВА,
430,Ошитков Максим Сергеевич,151,10г,4,Ошитков_МС,kloM36aw
431,Юрасов Евгений Романович,338,9и,3,Юрасов_ЕР,
432,Головяшин Павел Юриевич,179,7г,5,Головяшин_ПЮ,
433,Манжурина Екатерина Сергеевна,219,7т,3,Манжурина_ЕС,oPy1CpSn
434,Никурашин Олег Евгеньевич,291,11х,2,Никурашин_ОЕ,
435,Бехтерев Федор Вадимович,137,9х,3,Бехтерев_ФВ,27Ft7sBy
436,Годлевская Катерина Дмитриевна,403,11г,3,Годлевская_КД,dLWFNNt0
437,Акиярова Алина Эдуардовна,9,11а,4,Акиярова_АЭ,eU0XQZTa
438,Милина Алена Петровна,359,8г,3,Милина_АП,Qvem2QGe
439,Воловин Борис Викторович,350,7т,2,Воловин_БВ,4ys1fwOV
440,Туморина Ксения Федоровна,133,8б,5,Туморина_КФ,
441,Желейков Вячеслав Яковлевич,199,8г,3,Желейков_ВЯ,ZOPT4bGs
442,Шишорнина Екатерина Алексеевна,183,8т,3,Шишорнина_ЕА,
443,Юумогулова Виолетта Игоревна,311,10х,3,Юумогулова_ВИ,Majg9wjh
444,Рецков Денис Денисович,85,10д,2,Рецков_ДД,BGKef0ob
445,Химунина Елизавета Ивановна,392,7д,2,Химунина_ЕИ,8XbbYifw
446,Кобрянов Александр Алексиевич,455,7т,2,Кобрянов_АА,
447,Бирылов Тарас Данилович,243,11а,3,Бирылов_ТД,A955F8tV
448,Туфатулин Ярослав Леонидович,485,8х,4,Туфатулин_ЯЛ,Qpi2w00T
449,Долбишев Николай Аркадиевич,292,10б,5,Долбишев_НА,
450,Махтумова Алёна Эдуардовна,186,10б,4,Махтумова_АЭ,r1ns4STC
451,Нарзаркин Алексей Романович,423,10т,2,Нарзаркин_АР,cyO2gArc
452,Куранина Алена Леонидовна,196,9б,4,Куранина_АЛ,
453,Ситюков Аркадий Евгеньевич,32,10в,3,Ситюков_АЕ,
454,Мизюрова Алиса Никитична,176,7г,4,Мизюрова_АН,G79OCopy
455,Пандурова Алиса Дмитриевна,130,9б,2,Пандурова_АД,c5wIvSvB
456,Жилейкин Борис Тимофеевич,91,7в,2,Жилейкин_БТ,
457,Корпункова Виолетта Сергеевна,83,11а,3,Корпункова_ВС,zs2rr9TR
458,Пашохонова Анастасия Федоровна,467,9в,4,Пашохонова_АФ,m55HESVT
459,Сузальцева Тамара Михайловна,357,8х,4,Сузальцева_ТМ,eJzCgU9G
460,Чиличкина Светлана Яковлевна,5,8в,5,Чиличкина_СЯ,
461,Шантыкова Карина Максимовна,198,10д,3,Шантыкова_КМ,
462,Недосекин Владислав Яковлевич,457,10а,4,Недосекин_ВЯ,qXv9BbfF
463,Максимкин Федор Фёдорович,172,10г,2,Максимкин_ФФ,j0W2P4fN
464,Матбиюшина Виктория Игоревна,237,8д,2,Матбиюшина_ВИ,62yXaHel
465,Шишкунов Герасим Юрьевич,110,8т,4,Шишкунов_ГЮ,
466,Сухинин Георгий Алексиевич,475,10х,4,Сухинин_ГА,fMrbC7oU
467,Бисеева Полина Романовна,48,7д,5,Бисеева_ПР,jmIkW6Gc
468,Жукулов Михаил Денисович,60,11г,3,Жукулов_МД,Z1sTBDZS
469,Тоняев Герасим Петрович,378,9т,5,Тоняев_ГП,Dnok0TyF
470,Шушенкова Алёна Олеговна,36,7и,2,Шушенкова_АО,M5n2F4CC
471,Разроев Дмитрий Павлович,59,9а,2,Разроев_ДП,
472,Баззаев Анатолий Данилович,339,9д,2,Баззаев_АД,
473,Цекова Алла Олеговна,50,8д,2,Цекова_АО,tq2Rbj4F
474,Аборонова Алиса Алексеевна,444,7г,5,Аборонова_АА,OrdisJ9e
475,Ягловская Ева Олеговна,181,8в,4,Ягловская_ЕО,OLMWSKh1
476,Шароварова Яна Романовна,175,8а,4,Шароварова_ЯР,DRsbsBo1
477,Общев Яков Викторович,466,8а,4,Общев_ЯВ,
478,Ойзерская Катерина Эдуардовна,120,7х,2,Ойзерская_КЭ,yb0H8eFp
479,Прусский Ярослав Иванович,479,11б,2,Прусский_ЯИ,
480,Лабинов Павел Алексеевич,272,7б,5,Лабинов_ПА,
481,Покровов Эдуард Павлович,312,8б,2,Покровов_ЭП,
482,Мачехин Эдуард Данилович,19,7д,3,Мачехин_ЭД,V6yB8Vxi
483,Кодорская Раиса Ивановна,27,11б,3,Кодорская_РИ,pFI0cKhL
484,Кондраева Марина Ивановна,469,9д,3,Кондраева_МИ,hkwa4asG
485,Бульенков Валентин Иванович,136,10т,4,Бульенков_ВИ,0rndJMLQ
486,Тагакова Вероника Яковлевна,393,8т,4,Тагакова_ВЯ,AJG6aybX
487,Гершанова Любовь Евгеньевна,383,11т,5,Гершанова_ЛЕ,Ah9QHCg3
488,Салина Алена Егоровна,73,11в,5,Салина_АЕ,kIjeN9Gz
489,Фрумова Зинаида Аркадьевна,78,8а,4,Фрумова_ЗА,
490,Хорняков Борис Борисович,13,8г,2,Хорняков_ББ,arwaZ9fe
491,Гдагазина Лиза Василевна,212,9т,5,Гдагазина_ЛВ,TstD6OhX
492,Агаршев Ярослав Михаилович,276,9т,2,Агаршев_ЯМ,
493,Корюшин Пётр Антонович,326,8х,2,Корюшин_ПА,
494,Калаев Пётр Алексиевич,68,8а,3,Калаев_ПА,Fl3sLlg6
495,Ккаталкина Виолетта Егоровна,53,7б,2,Ккаталкина_ВЕ,iES97Jvb
496,Рачнов Герасим Алексеевич,103,10а,5,Рачнов_ГА,5tqtlZbk
497,Миндубаева Людмила Леонидовна,477,11и,2,Миндубаева_ЛЛ,SCdLg7yt
498,Агафьева Вера Ивановна,352,11х,3,Агафьева_ВИ,gvquK94C
499,Житин Эдуард Адамович,481,9а,5,Житин_ЭА,
